input,output,instruction,is_dismissal,predicted_line,predicted_length,predicted_shot
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Mustafizur Rahman batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 5.06 innings wickets is 0  ,"124kph, slower ball outside off, he sits back and mistimes a back foot drive to mid off on the circle who is deep. Easy one
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Drive
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 2 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.63 innings wickets is 0  ,"109kph slower ball floated outside off, Finch tries to hit this out of the ground, he drags it along the ground off the toe of the bat through midwicket for two
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Loft/Smash
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.52 innings wickets is 0  ,"116kph, slower ball on off, he's back and working this to midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.41 innings wickets is 0  ,"slower ball, good length, he defends on the front foot
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Defend
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.3 innings wickets is 0  ,"115kph, slower ball, good length, he pushes this on the front foot to cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.2 innings wickets is 0  ,"good length, slower ball outside off, he pushes on the rise to cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Good Length,Unknown
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.22 innings wickets is 0  ,"114kph, slower ball, he drives back past the bowler who gets a hand on it, it rolls slowly to mid off for an easy one
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Shakib Al Hasan batsman name is Aaron Finch over runs is 6 dismissal is False dismissal type is  dismissal text is 5.12 innings wickets is 0  ,"tossed up outside off, he sits back and cuts straight to cover-point
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Cut
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Shakib Al Hasan batsman name is Aaron Finch over runs is 6 dismissal is False dismissal type is  dismissal text is 5.03 innings wickets is 0  ,"lovely length, not much turn, he defends from the crease
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Defend
play type description is four batting team is Australia bowling team is Bangladesh total runs on delivery is 4 bowler name is Shakib Al Hasan batsman name is Aaron Finch over runs is 6 dismissal is False dismissal type is  dismissal text is 5.36 innings wickets is 0  ,"<strong>thumped down the ground!</strong> too full, over-pitched, he drives with power from the crease along the ground straight of mid off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Shakib Al Hasan batsman name is Aaron Finch over runs is 6 dismissal is False dismissal type is  dismissal text is 5.37 innings wickets is 0  ,"shorter length, he punches off the back foot wide of long off, they push for two but it's not on
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Shakib Al Hasan batsman name is Aaron Finch over runs is 6 dismissal is False dismissal type is  dismissal text is 5.3 innings wickets is 0  ,"drifting into middle, he drives, mistiming this to mid off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Middle Stump,Full,Drive
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.32 innings wickets is 0  ,"114kph, slower ball, on leg, he tucks this behind square
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.16 innings wickets is 0  ,"126kph, back of a length angled in, he sits back and punches straight to cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is four batting team is Australia bowling team is Bangladesh total runs on delivery is 4 bowler name is Mashrafe Mortaza batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.45 innings wickets is 0  ,"114kph, angled down leg and Finch just glances this fine for four! Bad ball and easy pickings for Finch
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Flick
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Shakib Al Hasan batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.39 innings wickets is 0  ,"round arm, drifting in, he mistimes a drive trying to go through the off side, drags it straight of midwicket to long on
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Shakib Al Hasan batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.57 innings wickets is 0  ,"skips down early, it's darted in, he stands up and punches down to long on
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Rubel Hossain batsman name is Aaron Finch over runs is 5 dismissal is False dismissal type is  dismissal text is 5.52 innings wickets is 0  ,"136kph, back of a length, fourth stump, he stays leg side and drives off the back foot, opening the face to get it to deep cover-point
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Rubel Hossain batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.79 innings wickets is 0  ,"full angled into off, he drives firmly back to the bowler
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Rubel Hossain batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.79 innings wickets is 0  ,"136kph, back of a length, on off, he's back and working this wide of midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 12 dismissal is False dismissal type is  dismissal text is 5.73 innings wickets is 0  ,"tossed up on off, he drives straight back to the bowler
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 12 dismissal is False dismissal type is  dismissal text is 5.67 innings wickets is 0  ,"flatter on off, he's back and punching back to the bowler
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is six batting team is Australia bowling team is Bangladesh total runs on delivery is 6 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 12 dismissal is False dismissal type is  dismissal text is 6.0 innings wickets is 0  ,"<strong>slog sweep over square!</strong> Just lobbed into his arc on leg, he was down on one knee and lifting this up over square leg into the crowd!
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Sweep
play type description is four batting team is Australia bowling team is Bangladesh total runs on delivery is 4 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 12 dismissal is False dismissal type is  dismissal text is 6.18 innings wickets is 0  ,"<strong>Huge hit that goes too high to clear the rope into the wind at deep midwicket!</strong> It half volleyed into the rope. Anywhere else on the ground it was six. Again tossed up in the arc and he just launched it but hit it too high
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Loft/Smash
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 12 dismissal is False dismissal type is  dismissal text is 6.12 innings wickets is 0  ,"flatter outside off, he punches off the back foot to point
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Full,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Rubel Hossain batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.94 innings wickets is 0  ,"length ball on the stumps, pushed back towards the bowler off the back foot
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Defend
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 3 dismissal is False dismissal type is  dismissal text is 5.83 innings wickets is 0  ,"length again, spinning into Finch who gives himself some room and eases it towards long-on for a walking single
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Rubel Hossain batsman name is Aaron Finch over runs is 6 dismissal is False dismissal type is  dismissal text is 5.67 innings wickets is 0  ,"short of length outside off, punched off the back foot towards the left of the mid-off
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Outside Off,Short,Leave
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.73 innings wickets is 0  ,"length ball around off, flatter in trajectory, Finch waits on the back foot and guides towards point
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Short,Unknown
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 2 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.79 innings wickets is 0  ,"backs away to the fuller delivery and looks to go aerial, mistimed towards wide long-on for a couple
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.74 innings wickets is 0  ,"flatter on the stumps, pushed back towards the bowler this time
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is four batting team is Australia bowling team is Bangladesh total runs on delivery is 4 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.89 innings wickets is 0  ,"down the leg side and Finch manages to get some bat on it, and <b>that's another fifty for Australia captain</b>. his eighth in last 11 innings
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Unknown
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Mehidy Hasan batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 5.89 innings wickets is 0  ,"fuller on the stumps and pushed towards long-on
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Unknown
play type description is no run batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Soumya Sarkar batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.8 innings wickets is 0  ,"starts with a gentle one, a touch fuller around off, Finch comes forward and drives it towards extra cover
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is run batting team is Australia bowling team is Bangladesh total runs on delivery is 1 bowler name is Soumya Sarkar batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 5.8 innings wickets is 0  ,"length ball but on the stumps this time, driven towards long-on for an easy single
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Full,Drive
play type description is out batting team is Australia bowling team is Bangladesh total runs on delivery is 0 bowler name is Soumya Sarkar batsman name is Aaron Finch over runs is 4 dismissal is True dismissal type is caught dismissal text is 5.8 innings wickets is 0  ,"<b>against the run of play</b>, Soumya strikes in his first over. Was a length ball around off, Finch was looking to run it down but is surprised by the extra bounce. He checks his shot but ends up hitting it straight into the hands of short third man. Bangladesh have a breakthrough finally
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",True,Off Stump,Short,Unknown
play type description is leg bye batting team is Australia bowling team is Zimbabwe total runs on delivery is 1 bowler name is Wellington Masakadza batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 6.0 innings wickets is 1  ,"full and drifting into the pads, Finch tries to dab it fine, but he can't make contact with the bat.
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Unknown,Full,Unknown
play type description is run batting team is Australia bowling team is Zimbabwe total runs on delivery is 1 bowler name is Wellington Masakadza batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 6.0 innings wickets is 0  ,"backs away outside leg, but Masakadza follows him with a quicker delivery. Finch flicks through midwicket
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Flick
play type description is run batting team is Australia bowling team is Zimbabwe total runs on delivery is 1 bowler name is Blessing Muzarabani batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 7.5 innings wickets is 0  ,"flicks another back of a length delivery from off stump away to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Off Stump,Good Length,Flick
play type description is wide batting team is Australia bowling team is Zimbabwe total runs on delivery is 1 bowler name is Blessing Muzarabani batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 7.2 innings wickets is 0  ,"tries to glance the ball, sliding down leg, to the boundary but he can't touch it
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Flick
play type description is run batting team is Australia bowling team is Zimbabwe total runs on delivery is 1 bowler name is Blessing Muzarabani batsman name is Aaron Finch over runs is 7 dismissal is False dismissal type is  dismissal text is 7.09 innings wickets is 0  ,"tries to pull a short and wide delivery - perhaps off pace as well - and gets an inside edge to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Short,Pull
play type description is out batting team is Australia bowling team is Zimbabwe total runs on delivery is 0 bowler name is Wellington Masakadza batsman name is Aaron Finch over runs is 3 dismissal is True dismissal type is caught dismissal text is 6.92 innings wickets is 0  ,"taken at deep midwicket! It's a long hop from a spinner and it's absolutely smacked away. Problem is it zeroes in on Musakanda on the boundary. The in-form Finch is back in the hut and the chase is only two overs old. How will Australia respond?
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",True,Off Stump,Full,Unknown
play type description is run batting team is Kings XI Punjab bowling team is Kolkata Knight Riders total runs on delivery is 1 bowler name is Sunil Narine batsman name is Aaron Finch over runs is 14 dismissal is False dismissal type is  dismissal text is 10.52 innings wickets is 0  ,"Finch goes low, and deflects a sweep to short fine leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Short,Sweep
play type description is run batting team is Kings XI Punjab bowling team is Kolkata Knight Riders total runs on delivery is 1 bowler name is Javon Searles batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 10.25 innings wickets is 0  ,"wide of the crease, angling into the hips, tucked away to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Unknown
play type description is run batting team is Kings XI Punjab bowling team is Kolkata Knight Riders total runs on delivery is 1 bowler name is Javon Searles batsman name is Aaron Finch over runs is 8 dismissal is False dismissal type is  dismissal text is 9.93 innings wickets is 0  ,"slower one on the pads from wide of the crease, 113ks, clipped to deep square leg
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Down Leg,Full,Flick
play type description is no run batting team is Kings XI Punjab bowling team is Kolkata Knight Riders total runs on delivery is 0 bowler name is Sunil Narine batsman name is Aaron Finch over runs is 4 dismissal is False dismissal type is  dismissal text is 9.87 innings wickets is 0  ,"turning offbreak, full and hits the pad, but this is heading past leg stump
","You are an expert cricket commentator. Provide vivid, accurate, and engaging ball-by-ball commentary for cricket matches. Describe the action with technical precision, including details about bowling technique, batting shots, field placements, and match context. Use appropriate cricket terminology and maintain the exciting, dynamic tone that cricket fans expect. Your commentary should be concise yet descriptive, capturing both the action and the atmosphere of the game.",False,Leg Stump,Full,Unknown
